Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(78.21140000000008, 31.458200000000033)",19/09/2010 00:00,,"Karcham-Sangla rd, Himachal Pradesh","Though the administration was able to evacuate 43 trekkers on Tuesday but another 51 tourists, which include 5 French nationals, 11 Germans, 8 Israeli’s and 27 Bengali tourists are stranded in Sangla as the Karcham- Sangla road is blocked because of a rock fall, said Chaudhary. Efforts are being made to open the road, she added.","Karcham-Sangla rd, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0,,31.4582,78.2114,India,Himachal Pradesh,Oling,6.92
"(77.37370000000004, 31.53750000000008)",21/08/2013 00:00,,Kullu-Anni Highway,"Landslides triggered by heavy rainfall have blocked the Kullu-Anni highway at two places and residents of hundreds of villages falling under 58 panchayats in Anni and Nirmand sub-divisions of Kullu have no road connectivity with the district headquarter for the last one week. Massive landslides at Kot Nullah and Mashnu Nullah have badly affected traffic on this road. Though public works department (PWD) is working hard to remove the debris and restore traffic, continuous landslides have prevented road opening. ""Apple season is at its peak and people frequently use this highway. But, this road, which was built by the British, has now been neglected by the government and no improvement has been made in last many decades,"" rued Amar Mehta, a resident of Nirmand village. Before the Manali-Chandigarh national highway was built, Kullu-Anni highway, which passes through Jalori Pass, was used by residents of Kullu and Lahaul-Spiti to reach Shimla and Chandigarh. Anni sub-divisional magistrate ",Kullu-Anni Highway,25km,landslide,downpour,medium,unknown,,,31.5375,77.3737,India,Himachal Pradesh,Manglaor,12.68
"(75.09440000000006, 32.565900000000056)",15/06/2008 00:00,,"Charan Padika, Jammu",Landslides triggered by rains struck en route the Vaishnodevi shrine,"Charan Padika, Jammu",50km,landslide,rain,medium,unknown,,,32.5659,75.0944,India,Jammu and Kashmir,Chhanni,11.02
"(88.43140000000005, 26.997400000000027)",17/06/2015 00:00,,"National Highway 31A, Darjeeling Hills","Note: one article listed multiple landslides, unspecific. Following heavy rainfall in the Darjeeling hills, there were three landslides at three spots on National Highway 31A, considered the lifeline of Sikkim.","National Highway 31A, Darjeeling Hills",50km,landslide,downpour,small,unknown,0,0,26.9974,88.4314,India,West Bengal,Kalimpong,9.67
"(77.16000000000008, 31.10000000000008)",17/08/2008 00:00,,Shimla district,blocked road and prevented apple growers from getting their produce to markets,Shimla district,25km,landslide,rain,medium,unknown,,,31.1,77.16,India,Himachal Pradesh,Simla,8.65
"(75.31420000000008, 33.120600000000024)",26/10/2014 00:00,,Batote,"Landslide in Ramban district of Jammu and Kashmir disrupted vehicular movement on the national highway. The big boulders and soil besides big pine trees rolled down on to the road in Batote areas that blocked vehicular traffic. Efforts are being made at war level to clear the road for at least one-way traffic by the General Reserve Engineer Force (GREF) men and machinery. Hundreds of vehicles, including passenger vehicles, were stranded. The inmates of nine other nearby houses have been alerted, as reportedly, the land breach was steadily widening.",Batote,25km,landslide,unknown,medium,above_road,0,0,33.1206,75.3142,India,Jammu and Kashmir,Doda,21.91
"(82.57250000000005, 25.49410000000006)",31/07/2016 00:00,,"NH 5 near Rampur, Uttar Pradesh, India","Likewise, the National Highway-5, which was closed near Rampur town, some 120 km from the state capital, was restored after three hours of closure.","NH 5 near Rampur, Uttar Pradesh, India",10km,landslide,rain,small,above_road,0,0,25.4941,82.5725,India,Uttar Pradesh,Bhadohi,11.22
"(76.63310000000007, 10.060600000000022)",07/08/2013 08:00,08:00,Kozhipilly In Velliyamattom Village Under Thodupuzha Taluk,"After Idukki, itÕs Thodupuzha. Twenty-eight houses were damaged and 20 acres of land came under flood waters and debris following a major landslip at Kozhipilly in Velliyamattom village under Thodupuzha taluk on Wednesday. Though the threatening rumblings of earth have been muted at Cheeyappara in Idukki, flooding and landslides continued to be a threat in several parts of the district, which has sustained an estimated loss of Rs. 27.5 crore during this monsoon season. No one has been injured in WednesdayÕs landslide that occurred in the early hours of Wednesday and several families escaped in the nick of time. People who were robbed of their homes were shifted the Government LP School, Nelliyani. Search operations at the site of the landslide that killed three people on Monday at Cheeyampara on National Highway 49 between Kochi and Dhanushkodi were wrapped up on Wednesday. The search, led by personnel from the National Disaster Response Force, the Army and the Navy has officially been",Kozhipilly In Velliyamattom Village Under Thodupuzha Taluk,1km,landslide,monsoon,medium,unknown,0,,10.0606,76.6331,India,Kerala,Muvattupula,11.02
"(78.34750000000008, 30.678500000000042)",09/08/2010 00:00,,"Dharasu and Nalupani near Uttarkashi on Rishikesh – Gangotri highway, Uttarakhand ",Landslides between Dharasu and Nalupani near Uttarkashi and at Menagarh near Sukki on the same day blocked the Rishikesh – Gangotri highway. ,"Dharasu and Nalupani near Uttarkashi on Rishikesh – Gangotri highway, Uttarakhand ",25km,landslide,downpour,medium,unknown,0,,30.6785,78.3475,India,Uttaranchal,Uttarkashi,10.72
"(80.12600000000003, 29.36000000000007)",20/07/2010 00:00,,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",also at Tanakpur-Pithoragarh Highway in Kumaon region.,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",50km,landslide,downpour,medium,unknown,0,,29.36,80.126,India,Uttaranchal,Pithoragarh,26.55
"(94.92750000000007, 26.872700000000066)",16/08/2013 00:00,,"Longlem, Nagaland","Two villages- Oting and Longlem under 41 Tizit A/C remained  cut-off from the rest of the district due to heavy mudslide that occurred on August 16 last. The mudslide covered about 60-70 metre stretch of road near Longlem village. It has been reported that the residents of both the villages were facing shortage of essential commodities as their life-line has been blocked by the mudslide for more than 10 days. It may be mentioned that a JCB had reached the major mudslide site on August 20 to clear the road. However, according to a villager, the JCB which had gone for refueling on August 22, before clearing even 1/3 (one third) of the affected road, never returned.","Longlem, Nagaland",25km,landslide,rain,medium,unknown,,,26.8727,94.9275,India,Nagaland,Mon,20.79
"(93.72730000000007, 27.001100000000065)",10/09/2010 00:00,,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the debris following massive landslides triggered by incessant rains in Arunachal Pradesh.  One person was drowned and around 1.5 lakh people were affected in the flash floods which hit the northern Assam districts of Lakhimpur, Dhemaji, Golaghat and Sonitpur following incessant rains in the upper reaches.","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",unknown,landslide,downpour,medium,unknown,0,,27.0011,93.7273,India,Arunachal Pradesh,Dergaon,41.08
"(92.74630000000008, 23.732700000000023)",14/07/2014 18:00,18:00,"Zembabawk, Aizawl","The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather. Six persons, including Munna Begum, were inside a house at Falkland area of Zemabawk when the landslide swept it away, Aizawl district Additional SP Remsanga told PTI. A building construction worker Amar Hussein, from Duttapur in neighbouring Cachar district of Assam, had rented the house and was living there with two of his helpers while his wife Begum and two children recently joined them, he said. The landslide, during a heavy downpour, swept away the house and Begum was still missing while the two children sustained minor injuries, Remsanga added. Except her sarees, Begum was yet to be found and the volunteers suspected that the flash flood has swept her body to river Chite, he said.","Zembabawk, Aizawl",5km,landslide,downpour,medium,unknown,1,2,23.7327,92.7463,India,Mizoram,Aizwal,6.3
"(76.90060000000005, 9.801200000000051)",31/05/2011 00:00,,"Kulamavu region, Kerala","Jun 04, 2011   Heavy rain lashing the state has caused landslides at various parts of the district. … Another landslide was reported in the Kulamavu region on Thursday. No damage or casualty were reported as the landslide occurred in a remote area.","Kulamavu region, Kerala",10km,landslide,downpour,medium,unknown,0,,9.8012,76.9006,India,Kerala,Ramaouram,25.98
"(74.66240000000005, 14.035400000000038)",14/06/2011 00:00,,Coastal Karnataka,"Mangalore, Jun 15: Heavy rains in Subrahmanya and surrounding places, damaged roads, earth caved in and formed a pond in Kundapur taluk, while landslides at many places were the main features of the climatic condition in coastal Karnataka on Tuesday June 14.",Coastal Karnataka,unknown,landslide,downpour,medium,unknown,0,,14.0354,74.6624,India,Karnataka,Bhatkali,13.9
"(74.35240000000005, 34.20900000000006)",15/04/2014 00:00,,"Patan, Baramulla District","A 16-year-old boy was killed in a landslide at Patan in north Kashmir's Baramulla district, police said today. Akhter Hussain Sofi, a resident of Udina village in Patan, was buried alive when a landslide struck close to his home, they said. His body had been retrieved from the debris and handed over to his family, police said.","Patan, Baramulla District",5km,landslide,unknown,small,unknown,1,0,34.209,74.3524,India,Jammu and Kashmir,Baramula,0.5
"(77.39160000000004, 31.07660000000004)",07/08/2011 00:00,,"Sainj, Rishikesh-Gangotri National Highway","The pilgrimage to the Himalayan shrines of Badrinath, Gangotri and Yamunotri was suspended after the roads leading to them were hit by fresh landslides following heavy rains on Monday, leaving hundreds of pilgrims stranded.  Landslides struck the Rishikesh-Badrinath highway at several places including Govindghat, blocking vehicular traffic. The Rishikesh-Yamunotri National Highway has also been hit by landslides at Chhatanga area, official sources said here.  The yatra to Gangotri temple remained suspended for the second consecutive day as the landslides that hit the Rishikesh-Gangotri National Highway at Sainj in Uttarkashi district on Sunday have not been cleared so far.  Fresh landslides have also hit the highway at Helkugad and Netala, the sources said.  PWD, BRO and police personnel are working round-the-clock to clear the debris and reopen the road for vehicular traffic.  Meanwhile, administrative teams have been sent to the affected areas to take care of the stranded pilgrims, t","Sainj, Rishikesh-Gangotri National Highway",1km,landslide,downpour,medium,unknown,0,,31.0766,77.3916,India,Himachal Pradesh,Gannja,25.55
"(74.40160000000003, 34.09780000000006)",03/04/2015 15:00,15:00,Nambilnar,Reports said panic gripped Tangmarg Friday afternoon when a massive landslide occurred in Nambalinar village near Baba Reshi.,Nambilnar,1km,landslide,continuous_rain,medium,natural_slope,0,0,34.0978,74.4016,India,Jammu and Kashmir,Gulmarg,4.14
"(80.22140000000007, 29.58000000000004)",04/07/2013 00:00,,"Pithoragarh Tehsil, Uttarakhand","A 52-member batch of Kailash Mansarovar pilgrims has been stuck in Gunji town, 120 km from Pithoragarh, since July 4 due to landslides triggered by incessant rainfall over the past five days. The pilgrims are on their way back to Pithoragarh. ""Gunji has become inaccessible after all connecting roads leading to the town were washed away due to heavy landslides caused by incessant rains in the region,"" said a senior manager of the Kumaon Mandal Vikas Nigam in Nainital. An ITBP officer in Pithoragarh said it had so far not been possible to rescue the trapped pilgrims. ""Once it stops raining and the weather becomes normal, we will airlift all stuck pilgrims from Gunji to Pithoragarh,"" he said. The officer said although the pilgrims were staying at an ITBP guesthouse they might face a shortage of ration supplies if they were not airlifted within a day or two. A report reaching Pithoragarh district headquarters said 500 other people Ñ from more than 15 far-flung and remote villages Ñ were st","Pithoragarh Tehsil, Uttarakhand",25km,landslide,downpour,medium,unknown,,,29.58,80.2214,India,Uttaranchal,Pithoragarh,1.42
"(88.70800000000008, 27.372100000000046)",08/06/2013 17:00,17:00,"15 Km From Gangtok, Himalayans","Hundreds of tourists were stranded near Gangtok, following a landslide. ""We faced many problems there was nothing to protect us (from cold). The person, who slept in the vehicle in night, might fall sick. Military persons gave food to everybody to eat. Locals helped us,"" a tourist, Sanjay Suri, said. Nearly 100 vehicles were struck as slush and the debris blocked the road nearly 15 kilometres off Gangtok after heavy rain. Gangtok is located in the Himalayans at an altitude of nearly 5,600 feet. Military personnel and locals aided the visitors, who slept either in cars or a nearby temple. The Border Roads Organisation (BRO) has started the clearing operations to make the road commutable for the travelers to leave for their destination. (2nd link) Around 600 tourists returning to Gangtok from Chhangu Lake, Baba Mandir and Nathu-la were stranded at 5th Mile, 15km from Gangtok, following a landslide on Jawaharlal Nehru Marg on Saturday evening, official sources said. ""Around 5pm, when the ","15 Km From Gangtok, Himalayans",25km,landslide,downpour,medium,unknown,0,,27.3721,88.708,India,Sikkim,Xarsingma,22.21
"(75.23400000000004, 33.24100000000004)",22/02/2012 00:00,,"Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)","Srinagar/Jammu, Feb 22: Authorities on Wednesday closed the 300-km-long Srinagar-Jammu Highway for some time in the wake of landslides triggered by heavy rain in Ramban district. Traffic was later restored and only vehicles from Jammu to Srinagar will be allowed on the highway on Thursday. “The highway was closed for vehicular traffic due to fresh landslides at three places en route the highway in Ramban district,” police officials told PTI. Officials said the highway was later restored for traffic. “Although it was officially announced that the highway will remain closed due to landslides and shooting stones at various places on the highway but road was cleared for traffic by removing landslides and stones at Nachilana Pantihal, Khooni Nallah and Seri,” they said.","Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)",25km,landslide,downpour,medium,unknown,0,,33.241,75.234,India,Jammu and Kashmir,Chaunkri,20.09
"(73.34700000000004, 18.76320000000004)",19/07/2015 15:00,15:00,"Adoshi Tunnel, Mumbai-Pune Expressway",The Pune-Mumbai expressway was kept out of bounds till late on Sunday night after a landslide killed three persons in the afternoon.,"Adoshi Tunnel, Mumbai-Pune Expressway",exact,landslide,continuous_rain,small,above_road,3,4,18.7632,73.347,India,Maharashtra,Lonoavale,6.17
"(79.68050000000005, 29.593500000000063)",19/06/2013 00:00,,"Almora, Uttarakhand",An incident of a fresh landslide has been reported from Almora in Uttarakhand which has led to the caving in of the roads. Reports say that several roads have been washed away as well.,"Almora, Uttarakhand",5km,landslide,rain,medium,unknown,0,,29.5935,79.6805,India,Uttaranchal,Almora,2.86
"(90.55730000000005, 25.20300000000003)",19/07/2016 00:00,,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",At least three houses were destroyed and over a hundred others displaced by a massive landslide near Sibbari in Meghalaya's South Garo Hills District. A large portion of a hill came sliding down on Tuesday at Rongthragittim Songittal village due to incessant rains in the region for over six days. Such was the force with which the portion of the hill came down that some of the displaced houses were pushed as far away as hundred meters from their original position. No causalities have been reported due to the incident.,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",5km,translational_slide,continuous_rain,large,natural_slope,0,0,25.203,90.5573,India,Meghalaya,Durgapur,14.23
"(76.76220000000006, 31.32370000000003)",11/08/2015 00:00,,Gamraula near Bilaspur,The National Highway 21 was blocked for about two hours due to massive landslide at Gamraula near Bilaspur.,Gamraula near Bilaspur,5km,landslide,downpour,medium,above_road,0,0,31.3237,76.7622,India,Himachal Pradesh,Bilaspur,0.52
"(75.19690000000008, 33.33430000000004)",22/03/2015 23:00,23:00,Jammu-Srinagar national highway,"Meanwhile, many of vehicles were lined along the Jammu-Srinagar national highway following the landslides and snowfall at various places since Sunday. Sources said that most of the vehicles that were allowed to ply to Jammu from Srinagar on Sunday were stranded between Chenani and Kheri as nearly 50 meters of road had vanished under landslide.",Jammu-Srinagar national highway,50km,landslide,snowfall_snowmelt,medium,above_road,0,0,33.3343,75.1969,India,Jammu and Kashmir,Gund,11.06
"(94.81580000000008, 26.19840000000005)",19/08/2010 06:30,06:00,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Even in Tuensang town, a couple of roads have to be cleared daily due to mudslides. On Thursday morning, the Kohima-bound NST bus left Tuensang station around 9.30 am, three hours behind schedule due to mudslides near GREF camp, some 3km from the station.   People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.  ","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",1km,landslide,downpour,medium,unknown,0,,26.1984,94.8158,India,Nagaland,Shipungrr,16.85
"(92.49430000000007, 24.46380000000005)",18/05/2016 08:00,08:00,"Sonachirra, Karimganj district, Assam, India","Estimated location. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. Five members of a family were killed in a landslide at Sonachirra in Karimganj district in the wee hours, a police official said. The landslip, triggered by incessant rains, buried a house on the edge of a hill killing the five people. Among the victims are a man, his wife and their daughter and two sons. The area has been hit by continuous rains for the past three days.","Sonachirra, Karimganj district, Assam, India",10km,landslide,continuous_rain,medium,natural_slope,5,0,24.4638,92.4943,India,Assam,Kukichara,8.04
"(82.85550000000006, 18.773400000000038)",15/09/2015 18:00,18:00,railway tracks between Dumriput and Damanjodi,"Train traffic along the Koraput-Rayagada section of East Coast Railway (ECoR) remained blocked since Tuesday evening after heavy rain triggered landslides and a massive boulder landed on the railway tracks between Dumriput and Damanjodi stations. As a result, at least 12 trains either had to be short-terminated or cancelled over the last 24 hours. The ECoR authorities mobilised engineers to clear the tracks but the huge boulder was proving a tough ask. “We are hopeful of clearing the track by midnight so that normal traffic can resume on Thursday,” said the sources. The blockade prompted the railway authorities to short-terminate Jagdalpur-Bhubaneswar-Hirakhand Express. It was short terminated at Koraput on Tuesday and cancelled between Koraput and Bhubaneswar while the Bhubaneswar-Jagdalpur-Hirakhand Express was short terminated at Rayagada. Similarly, Howrah-Jagdalpur Samaleswari Express, Rourkela-Koraput Express, Sambalpur-Koraput passenger, Visakhapatnam-Koraput passenger and Rourk",railway tracks between Dumriput and Damanjodi,5km,rock_fall,downpour,medium,above_road,0,0,18.7734,82.8555,India,Orissa,Semiliguda,8.01
"(75.26400000000007, 32.61730000000006)",20/08/2015 23:00,23:00,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,It was informed that vast agriculture land and residential houses were buried under the debris after huge landslide hit village Morha Chhuara of Panchayat Uchha Pind during the intervening night of Aug 20 and Aug 21.,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,5km,landslide,unknown,medium,unknown,0,0,32.6173,75.264,India,Jammu and Kashmir,Ramnagar,21
"(74.04780000000005, 14.99350000000004)",02/10/2009 00:00,,Konkan railway route in southern village Canacona in Goa,"The services on Konkan railway route were severely affected today due to landslide in the southern village of Canacona in Goa. Ghatge said that a landslide in Canacona in south Goa at 5.30 am had initially affected the rail traffic. Three Goa-bound trains from Karnataka and Kerala and Thiruvananthapuram-New Delhi Rajdhani express have been halted at the Bhatkal railway station in Karnataka, he said. The authorities expect the services to be resumed by evening, if rains subside.",Konkan railway route in southern village Canacona in Goa,5km,landslide,rain,medium,unknown,,,14.9935,74.0478,India,Goa,Majali,6.45
"(92.74128531200006, 23.75406693000008)",13/09/2010 09:00,09:00,"road to Muanna Godown, Zuangtui, Mizoram",The heavy rain also caused landslides in several places blocking the road. The approach road to Muanna Godown in Zuangtui was blocked by a landslide since this morning.  It is expected to be restored this evening. ,"road to Muanna Godown, Zuangtui, Mizoram",1km,landslide,downpour,medium,above_road,,,23.75406693,92.74128531,India,Mizoram,Aizwal,7.09
"(75.32780000000008, 33.16170000000005)",09/06/2011 00:00,,"Baglihar Dam, on river Chenab, Chanderkote in Banihal, Ramban , Jammu and Kashmir","JAMMU, June 9: The first ray of sunlight unfolded the exact destruction caused by the cloudburst in Doda and Ramban districts with authorities noticing massive damages to the civil and electrical infrastructure of 450 Mega Watt Baglihar Hydroelectric Project on river Chenab at Chanderkote where a security guard was also killed and 25 workers remained trapped in a tunnel for nearly 12 hours before being rescued early this morning.","Baglihar Dam, on river Chenab, Chanderkote in Banihal, Ramban , Jammu and Kashmir",5km,landslide,downpour,medium,unknown,1,,33.1617,75.3278,India,Jammu and Kashmir,Doda,20.38
"(74.22790000000003, 14.782200000000046)",08/11/2010 19:00,19:00,rails between Amdalli(?) and near Thodor(Todur) stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka,"PANAJI: One person died, another was seriously injured and 14 more were hurt as boulders crashed into two coaches of the Mangalore-Mumbai Matsyagandha Express near Karwar on Monday evening.  The landslide occurred between Amdalli and Thodor stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka.  Sources said that at around 7pm, boulders loosened due to heavy rain in the region came rolling down the hillock and crashed into the running train.",rails between Amdalli(?) and near Thodor(Todur) stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka,10km,rock_fall,downpour,medium,unknown,1,,14.7822,74.2279,India,Karnataka,Karwar,10.97
"(94.80300000000005, 26.08140000000003)",14/08/2010 00:00,,"Kiphire-Tuensang rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Kiphire-Tuensang rd, Nagaland",25km,landslide,downpour,medium,unknown,0,,26.0814,94.803,India,Nagaland,Shipungrr,3.89
"(94.13180000000006, 25.790200000000027)",10/07/2016 00:00,,"National Highway 2, near Kohima, Nagaland, India","Manipur's road-link with the rest of the country was severely disrupted on Sunday as a landslide blocked National Highway 2 near the Nagaland capital Kohima. ""All available personnel and machinery are being used to remove the debris from the road,"" an official told IANS over phone from Kohima. NH 2 and NH 37 are the two main road links between the state and the rest of the country. However, it is feared that there may be fresh landlsides as heavy downpour continued to lash most of the northeastern states.","National Highway 2, near Kohima, Nagaland, India",25km,landslide,downpour,medium,above_road,0,0,25.7902,94.1318,India,Nagaland,Naga Hills,8.61
"(93.49570000000006, 24.896100000000047)",19/08/2010 00:00,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0,,24.8961,93.4957,India,Manipur,Sempang,8.36
"(88.36030000000005, 27.03770000000003)",14/09/2012 00:00,,"Takdah, West Bengal","Landslides triggered by heavy overnight rain in the hills caused extensive damage in six tea gardens but planters said the digging being done under the 100-day rural job scheme was making the soil come loose.While work had to be stopped for the day in Takdah and Lopchu gardens because of the slides, Bannockburn, Phoobshering, Ging and Pussimbing reported loss of many tea bushes.“Takdah received around 18 inches of rainfall in the last 24 hours. Around 160 labourer quarters have suffered damage. A 40ft road in Takdah has been washed away in four places and five culverts have been damaged in landslides. There is no approach road to the garden factory now,” said Sandeep Mukherjee, the principal advisor to the Darjeeling Tea Association.","Takdah, West Bengal",5km,landslide,downpour,medium,unknown,,,27.0377,88.3603,India,West Bengal,Darjeeling,10.06
"(74.94370000000004, 33.016500000000065)",13/02/2011 22:00,22:00,"trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir","Jammu, February 13,2011  Three people, including a minor girl, were injured in a landslide en route Shri Mata Vaishno Devi Cave Shrine in Trikuta Hills of mountainous Reasi district of Jammu and Kashmir, police sources said here today.  ""The new track from Adh Kuwari to the cave shrine was closed this evening due to landslides following heavy rains in which at least three people, including a minor girl, got seriously injured,"" a police official here told UNI.  He said that two pithoos identified as Mohammad Rafiq Chandel, resident of Baanju and Tariq Ahmed, resident of Bhim Daasa and one Aditi Gupta, daughter of Pankaj Gupta, resident of Noida, Delhi sustained critical injuries in the landslides.  ""The injured were immediately shifted to the Katra hospital from where they were referred to the Government Medical College and Hospital, Jammu,"" police added.  Police further added that the ""yatra"" had been suspended from the new route to avoid any untoward incident.","trail between Adh Kuwari(Adhkuwari) temple and Shri Mata Vaishno Devi Cave Shrine, Trikuta Hills(?), near Katra, Reasi, Jammu and Kashmir",5km,landslide,downpour,medium,unknown,0,,33.0165,74.9437,India,Jammu and Kashmir,Riasi,13.08
"(77.92580000000004, 31.240300000000047)",07/08/2011 01:00,01:00,Gumma on Pathankot-Mandi national highway,"Landslides triggered by incessant rains in Mandi district of Himachal Pradesh blocked Pathankot-Mandi and Chandigarh-Manali national highways for many hours on Sunday.  A massive landslide in Gumma on Pathankot-Mandi national highway No 20 blocked the road at around 1 am on Saturday-Sunday night. Traffic on the highway could be restored after about 12 hours on Sunday. Another landslide near Hanogi temple in Mandi had blocked the Manali highway at 10 pm on Saturday night.  The debris was removed within a few hours, but heavy downpour in Shambal village added to the debris of Saturday's cloudburst and again blocked the highway for more than two hours on Sunday morning. A huge rock came down on the highway near Mandi town at 7 am, which could be removed only after efforts of spanning over two hours.",Gumma on Pathankot-Mandi national highway,5km,landslide,downpour,medium,unknown,0,,31.2403,77.9258,India,Himachal Pradesh,Saura,21.08
"(79.51920000000007, 30.650900000000036)",08/07/2011 00:00,,Lambagad,"Dehra Dun, Jul 8 (PTI) National highways leading to Himalayan shrines of Badrinath and Gangotri were today hit by fresh landslides following rains, stranding hundreds of pilgrims. Rishikesh-Badrinath national highway was blocked at Sayapul and Lambagad in Chamoli district, official sources here said. Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said. Efforts are on clear the debris and reopen it for traffic as hundreds of pilgrims have stranded on the road, they said.",Lambagad,10km,landslide,downpour,medium,unknown,0,,30.6509,79.5192,India,Uttaranchal,Saraswati,10.2
"(92.35760000000005, 24.866900000000044)",09/05/2014 23:00,23:00,"Satgarakul Village, Karimganj, Assam State","Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident, which occurred during heavy rain, but neighbours found that part of a hillside had collapsed onto the home, burying it under a debris heap of mud rocks and trees. The bodies of Lubub Uddin (45), his wife Saina Begam (35). and their five children, aged between two and eleven were all recovered from the site.","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7,0,24.8669,92.3576,India,Assam,Karimganj,0.33
"(79.77580000000006, 29.841000000000065)",14/09/2012 00:00,,"Bageshwar, Uttarakhand","At least 28 people in northern India died on Friday in landslides and flashfloods triggered by heavy overnight monsoon rains and about a dozen others are missing, a rescue official told AFP. The deaths occurred in the early hours after particularly heavy downpours in the Rudraprayag and Bageshwar districts of the scenic Himalayan state of Uttarakhand, Piyush Rautela from the state disaster management cell told AFP. A total of 19 bodies had been discovered in four villages in Rudraprayag and nine other corpses were found in Bageshwar, Rautela said.We estimate that some 10 or 11 people are still buried under the rubble (in Rudraprayag),"" Rautela added as rescue workers scrambled to locate survivors.  Read more: http://india.nydailynews.com/newsarticle/50533f44c110c01e42000000/india-landslides-kill-28#ixzz2JtmhHbcs  Read more: http://india.nydailynews.com/newsarticle/50533f44c110c01e42000000/india-landslides-kill-28#ixzz2Jtmammbu  Read more: http://india.nydailynews.com/newsarticle/50533f","Bageshwar, Uttarakhand",5km,landslide,downpour,large,unknown,9,,29.841,79.7758,India,Uttaranchal,Bageshwar,2.15
"(74.33130000000006, 33.96590000000003)",23/03/2007 00:00,,"Doba Sayedan, Kashmir","28 feared dead- 10 confirmed, 15 injured - several area incidents","Doba Sayedan, Kashmir",50km,landslide,downpour,medium,unknown,10,,33.9659,74.3313,India,Jammu and Kashmir,Gulmarg,11.92
